article_id,date,source,country,group,phase,language,gdelt_tone,gdelt_positive_score,gdelt_negative_score,num_mentions,num_sources
gdelt_000993,2026-03-02,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-3.59,0.0,3.99,34,9
gdelt_000994,2026-03-02,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-5.77,0.0,6.64,28,11
gdelt_000995,2026-03-02,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-3.29,0.0,4.77,23,11
gdelt_000996,2026-03-02,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-5.08,0.0,5.3,36,4
gdelt_000997,2026-03-02,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-2.47,0.0,4.25,46,3
gdelt_000998,2026-03-02,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-7.38,0.0,8.69,16,15
gdelt_000999,2026-03-02,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-3.37,0.0,5.98,34,13
gdelt_001000,2026-03-02,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-4.28,0.0,7.01,32,9
gdelt_001001,2026-03-02,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-4.01,0.0,6.99,26,3
gdelt_001002,2026-03-02,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-5.72,0.0,7.9,44,11
gdelt_001003,2026-03-02,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-5.89,0.0,8.42,29,4
gdelt_001004,2026-03-02,VG,Norway,Oil-Independent,ACUTE,en,-1.84,0.29,2.2,13,6
gdelt_001005,2026-03-02,NRK,Norway,Oil-Independent,ACUTE,en,-2.44,0.0,4.96,3,15
gdelt_001006,2026-03-02,NRK,Norway,Oil-Independent,ACUTE,en,-0.84,0.0,2.01,20,4
gdelt_001007,2026-03-02,Aftenposten,Norway,Oil-Independent,ACUTE,en,1.65,1.66,0.85,31,4
gdelt_001008,2026-03-02,NRK,Norway,Oil-Independent,ACUTE,en,-0.84,1.56,3.61,33,15
gdelt_001009,2026-03-02,VG,Norway,Oil-Independent,ACUTE,en,-2.43,0.07,5.19,30,14
gdelt_001010,2026-03-02,NRK,Norway,Oil-Independent,ACUTE,en,-0.38,0.0,2.37,28,15
gdelt_001011,2026-03-02,NRK,Norway,Oil-Independent,ACUTE,en,-4.29,0.0,5.39,41,10
gdelt_001012,2026-03-02,National Post,Canada,Oil-Independent,ACUTE,en,-2.28,0.71,2.43,46,13
gdelt_001013,2026-03-02,National Post,Canada,Oil-Independent,ACUTE,en,-0.86,0.8,2.76,9,3
gdelt_001014,2026-03-02,National Post,Canada,Oil-Independent,ACUTE,en,-2.57,0.0,2.69,18,14
gdelt_001015,2026-03-02,National Post,Canada,Oil-Independent,ACUTE,en,-3.69,0.0,6.46,6,13
gdelt_001016,2026-03-02,National Post,Canada,Oil-Independent,ACUTE,en,-4.67,0.0,5.39,17,7
gdelt_001017,2026-03-02,CBC,Canada,Oil-Independent,ACUTE,en,-3.23,0.0,5.5,34,6
gdelt_001018,2026-03-02,Reuters,USA,Oil-Independent,ACUTE,en,-1.59,1.29,1.84,42,4
gdelt_001019,2026-03-02,CNN,USA,Oil-Independent,ACUTE,en,-1.74,0.0,3.05,7,1
gdelt_001020,2026-03-02,AP News,USA,Oil-Independent,ACUTE,en,-0.14,2.43,1.96,39,3
gdelt_001021,2026-03-02,Reuters,USA,Oil-Independent,ACUTE,en,-4.7,0.0,6.82,10,14
gdelt_001022,2026-03-02,AP News,USA,Oil-Independent,ACUTE,en,-3.85,0.0,4.99,38,3
gdelt_001023,2026-03-02,NYT,USA,Oil-Independent,ACUTE,en,-2.77,0.0,4.89,16,6
gdelt_001024,2026-03-02,Fox News,USA,Oil-Independent,ACUTE,en,-9.28,0.0,10.58,18,14
gdelt_001025,2026-03-02,O Globo,Brazil,Oil-Independent,ACUTE,en,-1.72,0.0,2.36,26,5
gdelt_001026,2026-03-02,O Globo,Brazil,Oil-Independent,ACUTE,en,-5.65,0.0,7.11,10,13
gdelt_001027,2026-03-02,O Globo,Brazil,Oil-Independent,ACUTE,en,-1.56,0.0,2.08,17,13
gdelt_001028,2026-03-02,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.57,0.0,5.11,3,10
gdelt_001029,2026-03-02,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-1.98,0.0,2.55,11,11
gdelt_001030,2026-03-02,O Globo,Brazil,Oil-Independent,ACUTE,en,-6.16,0.0,8.29,18,1
gdelt_001031,2026-03-02,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-0.61,0.0,2.58,32,8
gdelt_001032,2026-03-02,ABC Australia,Australia,Oil-Independent,ACUTE,en,-1.75,0.0,3.21,43,9
gdelt_001033,2026-03-02,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-4.07,0.0,6.25,24,7
gdelt_001034,2026-03-02,ABC Australia,Australia,Oil-Independent,ACUTE,en,-3.83,0.0,4.18,20,1
gdelt_001035,2026-03-02,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,1.46,1.96,0.89,5,10
gdelt_001036,2026-03-02,ABC Australia,Australia,Oil-Independent,ACUTE,en,-0.75,1.46,3.06,49,1
gdelt_001037,2026-03-02,The Guardian,UK,Oil-Independent,ACUTE,en,-3.19,0.0,5.46,7,9
gdelt_001038,2026-03-02,The Guardian,UK,Oil-Independent,ACUTE,en,-1.97,0.0,2.44,26,4
gdelt_001039,2026-03-02,Sky News,UK,Oil-Independent,ACUTE,en,-3.85,0.0,5.04,29,7
gdelt_001040,2026-03-02,BBC,UK,Oil-Independent,ACUTE,en,-2.81,0.0,3.87,45,4
gdelt_001041,2026-03-02,The Guardian,UK,Oil-Independent,ACUTE,en,-3.2,0.0,5.83,10,7
gdelt_001042,2026-03-02,Financial Times,UK,Oil-Independent,ACUTE,en,-6.05,0.0,8.3,12,4
gdelt_001043,2026-03-02,Financial Times,UK,Oil-Independent,ACUTE,en,-2.27,0.0,2.38,30,15
gdelt_001044,2026-03-02,Financial Times,UK,Oil-Independent,ACUTE,en,-3.47,0.0,3.48,31,1
gdelt_001045,2026-03-02,IRNA,Iran,Conflict-Zone,ACUTE,fa,-2.56,0.0,4.75,39,11
gdelt_001046,2026-03-02,Fars News,Iran,Conflict-Zone,ACUTE,fa,-8.75,0.0,10.29,46,3
gdelt_001047,2026-03-02,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-5.99,0.0,7.7,6,3
gdelt_001048,2026-03-02,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-4.55,0.0,6.06,20,9
gdelt_001049,2026-03-02,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-4.01,0.0,4.38,5,12
gdelt_001050,2026-03-02,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-2.36,0.0,3.3,38,1
gdelt_001051,2026-03-02,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-2.87,0.0,4.99,9,6
gdelt_001052,2026-03-02,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-4.19,0.0,4.59,17,13
gdelt_001053,2026-03-03,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-8.2,0.0,9.92,22,5
gdelt_001054,2026-03-03,Japan Times,Japan,Oil-Dependent,ACUTE,en,-7.18,0.0,8.71,34,6
gdelt_001055,2026-03-03,Japan Times,Japan,Oil-Dependent,ACUTE,en,-5.97,0.0,7.55,23,3
gdelt_001056,2026-03-03,NDTV,India,Oil-Dependent,ACUTE,en,-5.17,0.0,5.53,45,2
gdelt_001057,2026-03-03,NDTV,India,Oil-Dependent,ACUTE,en,-3.09,0.0,4.45,16,7
gdelt_001058,2026-03-03,The Hindu,India,Oil-Dependent,ACUTE,en,-5.29,0.0,7.15,49,3
gdelt_001059,2026-03-03,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-7.13,0.0,7.49,44,5
gdelt_001060,2026-03-03,Rappler,Philippines,Oil-Dependent,ACUTE,en,-3.31,0.0,5.91,24,9
gdelt_001061,2026-03-03,Rappler,Philippines,Oil-Dependent,ACUTE,en,-4.45,0.0,6.46,7,2
gdelt_001062,2026-03-03,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-2.7,0.0,3.02,7,7
gdelt_001063,2026-03-03,Rappler,Philippines,Oil-Dependent,ACUTE,en,-3.26,0.0,3.7,3,2
gdelt_001064,2026-03-03,Rappler,Philippines,Oil-Dependent,ACUTE,en,-2.45,0.0,4.61,6,6
gdelt_001065,2026-03-03,Rappler,Philippines,Oil-Dependent,ACUTE,en,-5.93,0.0,6.19,33,9
gdelt_001066,2026-03-03,Rappler,Philippines,Oil-Dependent,ACUTE,en,-4.37,0.0,6.34,29,8
gdelt_001067,2026-03-03,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-4.93,0.0,6.81,20,8
gdelt_001068,2026-03-03,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-4.97,0.0,6.84,28,10
gdelt_001069,2026-03-03,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-2.67,0.0,5.52,49,6
gdelt_001070,2026-03-03,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-7.23,0.0,8.52,24,8
gdelt_001071,2026-03-03,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-6.79,0.0,8.94,29,9
gdelt_001072,2026-03-03,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-5.56,0.0,6.87,31,12
gdelt_001073,2026-03-03,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-7.83,0.0,10.09,18,10
gdelt_001074,2026-03-03,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-6.26,0.0,8.74,30,9
gdelt_001075,2026-03-03,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-9.82,0.0,12.57,31,13
gdelt_001076,2026-03-03,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-2.11,0.0,3.7,36,5
gdelt_001077,2026-03-03,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-3.45,0.0,5.91,6,1
gdelt_001078,2026-03-03,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-3.59,0.0,4.08,49,14
gdelt_001079,2026-03-03,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-5.37,0.0,6.82,9,11
gdelt_001080,2026-03-03,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-6.89,0.0,9.58,10,8
gdelt_001081,2026-03-03,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-3.56,0.0,5.49,15,9
gdelt_001082,2026-03-03,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-5.22,0.0,6.4,6,5
gdelt_001083,2026-03-03,VG,Norway,Oil-Independent,ACUTE,en,-2.18,0.0,3.43,44,11
gdelt_001084,2026-03-03,Aftenposten,Norway,Oil-Independent,ACUTE,en,-2.04,0.0,2.99,39,9
gdelt_001085,2026-03-03,VG,Norway,Oil-Independent,ACUTE,en,-8.04,0.0,10.23,11,6
gdelt_001086,2026-03-03,VG,Norway,Oil-Independent,ACUTE,en,-3.84,0.0,4.98,46,12
gdelt_001087,2026-03-03,VG,Norway,Oil-Independent,ACUTE,en,-5.09,0.0,6.6,37,11
gdelt_001088,2026-03-03,NRK,Norway,Oil-Independent,ACUTE,en,-1.43,0.0,4.34,36,10
gdelt_001089,2026-03-03,VG,Norway,Oil-Independent,ACUTE,en,-1.3,0.0,3.93,26,9
gdelt_001090,2026-03-03,VG,Norway,Oil-Independent,ACUTE,en,-5.73,0.0,6.31,36,12
gdelt_001091,2026-03-03,CBC,Canada,Oil-Independent,ACUTE,en,-4.61,0.0,6.23,6,12
gdelt_001092,2026-03-03,CBC,Canada,Oil-Independent,ACUTE,en,-4.29,0.0,6.14,45,8
gdelt_001093,2026-03-03,CBC,Canada,Oil-Independent,ACUTE,en,-1.11,0.0,1.33,22,3
gdelt_001094,2026-03-03,CBC,Canada,Oil-Independent,ACUTE,en,-1.67,0.45,2.81,39,8
gdelt_001095,2026-03-03,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-5.96,0.0,8.37,37,11
gdelt_001096,2026-03-03,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-1.14,0.79,3.58,34,2
gdelt_001097,2026-03-03,CNN,USA,Oil-Independent,ACUTE,en,-4.07,0.0,5.58,6,9
gdelt_001098,2026-03-03,CNN,USA,Oil-Independent,ACUTE,en,-1.96,0.0,2.64,17,10
gdelt_001099,2026-03-03,Fox News,USA,Oil-Independent,ACUTE,en,-3.47,0.0,4.39,12,15
gdelt_001100,2026-03-03,AP News,USA,Oil-Independent,ACUTE,en,-1.43,0.0,3.36,6,8
gdelt_001101,2026-03-03,NYT,USA,Oil-Independent,ACUTE,en,-0.3,2.57,2.19,47,14
gdelt_001102,2026-03-03,Fox News,USA,Oil-Independent,ACUTE,en,-3.17,0.0,5.32,34,11
gdelt_001103,2026-03-03,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.81,0.11,5.48,14,8
gdelt_001104,2026-03-03,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.13,0.0,4.23,39,2
gdelt_001105,2026-03-03,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-2.94,0.0,3.33,29,7
gdelt_001106,2026-03-03,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-2.8,0.0,5.38,23,5
gdelt_001107,2026-03-03,ABC Australia,Australia,Oil-Independent,ACUTE,en,-2.51,0.0,2.65,48,9
gdelt_001108,2026-03-03,ABC Australia,Australia,Oil-Independent,ACUTE,en,-5.26,0.0,7.18,47,9
gdelt_001109,2026-03-03,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-4.76,0.0,5.0,49,3
gdelt_001110,2026-03-03,BBC,UK,Oil-Independent,ACUTE,en,-1.99,0.0,3.83,21,8
gdelt_001111,2026-03-03,Financial Times,UK,Oil-Independent,ACUTE,en,0.41,1.33,0.44,35,9
gdelt_001112,2026-03-03,BBC,UK,Oil-Independent,ACUTE,en,-5.86,0.0,6.09,23,11
gdelt_001113,2026-03-03,The Guardian,UK,Oil-Independent,ACUTE,en,-4.27,0.0,5.84,24,13
gdelt_001114,2026-03-03,The Guardian,UK,Oil-Independent,ACUTE,en,-1.47,0.52,3.04,25,4
gdelt_001115,2026-03-03,Sky News,UK,Oil-Independent,ACUTE,en,-3.7,0.0,6.52,38,2
gdelt_001116,2026-03-03,Fars News,Iran,Conflict-Zone,ACUTE,fa,-4.58,0.0,6.36,42,8
gdelt_001117,2026-03-03,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-6.17,0.0,8.08,14,12
gdelt_001118,2026-03-03,IRNA,Iran,Conflict-Zone,ACUTE,fa,-10.0,0.0,11.24,49,8
gdelt_001119,2026-03-03,Fars News,Iran,Conflict-Zone,ACUTE,fa,-9.64,0.0,11.7,37,9
gdelt_001120,2026-03-03,Fars News,Iran,Conflict-Zone,ACUTE,fa,-4.4,0.0,4.59,18,14
gdelt_001121,2026-03-03,Fars News,Iran,Conflict-Zone,ACUTE,fa,-7.14,0.0,7.53,14,4
gdelt_001122,2026-03-03,Fars News,Iran,Conflict-Zone,ACUTE,fa,-5.5,0.0,7.77,18,12
gdelt_001123,2026-03-03,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-8.1,0.0,9.5,37,9
gdelt_001124,2026-03-03,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-3.52,0.0,5.74,11,8
gdelt_001125,2026-03-03,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-4.16,0.0,6.71,34,7
gdelt_001126,2026-03-03,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-1.97,0.0,3.24,38,5
gdelt_001127,2026-03-03,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-4.54,0.0,6.79,48,7
gdelt_001128,2026-03-04,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-3.69,0.0,4.09,29,11
gdelt_001129,2026-03-04,Japan Times,Japan,Oil-Dependent,ACUTE,en,-3.77,0.0,6.73,31,13
gdelt_001130,2026-03-04,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-4.66,0.0,5.53,43,13
gdelt_001131,2026-03-04,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-4.0,0.0,5.16,35,4
gdelt_001132,2026-03-04,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-2.26,0.0,2.52,17,11
gdelt_001133,2026-03-04,Times of India,India,Oil-Dependent,ACUTE,en,-2.37,0.0,4.63,6,14
gdelt_001134,2026-03-04,Times of India,India,Oil-Dependent,ACUTE,en,-2.86,0.0,2.99,4,7
gdelt_001135,2026-03-04,The Hindu,India,Oil-Dependent,ACUTE,en,-2.02,0.0,3.85,6,7
gdelt_001136,2026-03-04,The Hindu,India,Oil-Dependent,ACUTE,en,-1.55,0.0,3.68,47,11
gdelt_001137,2026-03-04,NDTV,India,Oil-Dependent,ACUTE,en,-8.09,0.0,9.02,22,2
gdelt_001138,2026-03-04,NDTV,India,Oil-Dependent,ACUTE,en,-8.16,0.0,8.77,45,3
gdelt_001139,2026-03-04,Times of India,India,Oil-Dependent,ACUTE,en,-5.85,0.0,6.51,8,13
gdelt_001140,2026-03-04,The Hindu,India,Oil-Dependent,ACUTE,en,-4.08,0.0,5.73,1,12
gdelt_001141,2026-03-04,Rappler,Philippines,Oil-Dependent,ACUTE,en,-4.56,0.0,7.26,2,14
gdelt_001142,2026-03-04,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-3.13,0.0,3.34,36,11
gdelt_001143,2026-03-04,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-2.93,0.0,4.44,15,3
gdelt_001144,2026-03-04,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-4.11,0.0,5.72,19,9
gdelt_001145,2026-03-04,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-0.99,1.73,2.17,11,10
gdelt_001146,2026-03-04,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-2.96,0.0,4.02,45,13
gdelt_001147,2026-03-04,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-3.62,0.0,4.01,39,9
gdelt_001148,2026-03-04,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-5.72,0.0,8.55,47,2
gdelt_001149,2026-03-04,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-2.86,0.0,2.87,40,8
gdelt_001150,2026-03-04,Geo News,Pakistan,Oil-Dependent,ACUTE,en,0.0,1.4,1.96,43,1
gdelt_001151,2026-03-04,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-6.2,0.0,8.13,18,3
gdelt_001152,2026-03-04,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-4.88,0.0,6.79,28,6
gdelt_001153,2026-03-04,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-2.86,0.0,5.4,39,10
gdelt_001154,2026-03-04,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-7.04,0.0,9.1,32,15
gdelt_001155,2026-03-04,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-5.36,0.0,5.59,6,2
gdelt_001156,2026-03-04,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-7.2,0.0,7.22,20,15
gdelt_001157,2026-03-04,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-2.29,0.0,4.95,48,10
gdelt_001158,2026-03-04,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-3.76,0.0,4.57,19,4
gdelt_001159,2026-03-04,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-7.35,0.0,9.62,15,8
gdelt_001160,2026-03-04,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-3.76,0.0,5.61,7,1
gdelt_001161,2026-03-04,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-6.41,0.0,9.33,28,5
gdelt_001162,2026-03-04,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-4.57,0.0,7.54,21,15
gdelt_001163,2026-03-04,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-4.74,0.0,5.07,36,7
gdelt_001164,2026-03-04,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-3.04,0.0,4.65,29,13
gdelt_001165,2026-03-04,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-4.25,0.0,5.75,3,11
gdelt_001166,2026-03-04,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-2.22,0.0,4.91,40,4
gdelt_001167,2026-03-04,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-6.63,0.0,7.53,17,3
gdelt_001168,2026-03-04,VG,Norway,Oil-Independent,ACUTE,en,-3.34,0.0,4.11,10,12
gdelt_001169,2026-03-04,VG,Norway,Oil-Independent,ACUTE,en,1.11,1.25,0.0,13,3
gdelt_001170,2026-03-04,NRK,Norway,Oil-Independent,ACUTE,en,-0.95,1.76,3.09,43,3
gdelt_001171,2026-03-04,Aftenposten,Norway,Oil-Independent,ACUTE,en,-3.64,0.0,5.13,42,9
gdelt_001172,2026-03-04,National Post,Canada,Oil-Independent,ACUTE,en,0.73,3.01,0.16,8,2
gdelt_001173,2026-03-04,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-3.76,0.0,4.58,30,12
gdelt_001174,2026-03-04,National Post,Canada,Oil-Independent,ACUTE,en,-2.51,0.0,2.61,23,14
gdelt_001175,2026-03-04,CBC,Canada,Oil-Independent,ACUTE,en,-5.59,0.0,8.41,10,7
gdelt_001176,2026-03-04,National Post,Canada,Oil-Independent,ACUTE,en,-1.4,0.0,3.84,46,10
gdelt_001177,2026-03-04,CNN,USA,Oil-Independent,ACUTE,en,-4.04,0.0,4.62,34,1
gdelt_001178,2026-03-04,Reuters,USA,Oil-Independent,ACUTE,en,1.1,1.58,0.0,12,10
gdelt_001179,2026-03-04,Fox News,USA,Oil-Independent,ACUTE,en,-1.13,0.0,3.83,12,5
gdelt_001180,2026-03-04,Reuters,USA,Oil-Independent,ACUTE,en,-6.01,0.0,6.67,9,6
gdelt_001181,2026-03-04,NYT,USA,Oil-Independent,ACUTE,en,-2.46,0.0,4.56,5,1
gdelt_001182,2026-03-04,AP News,USA,Oil-Independent,ACUTE,en,-1.97,0.0,2.74,17,2
gdelt_001183,2026-03-04,O Globo,Brazil,Oil-Independent,ACUTE,en,-5.4,0.0,7.03,35,13
gdelt_001184,2026-03-04,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-4.22,0.0,5.29,13,2
gdelt_001185,2026-03-04,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-1.93,0.0,2.81,11,13
gdelt_001186,2026-03-04,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-2.1,0.3,4.07,34,13
gdelt_001187,2026-03-04,O Globo,Brazil,Oil-Independent,ACUTE,en,0.38,3.15,0.62,3,8
gdelt_001188,2026-03-04,ABC Australia,Australia,Oil-Independent,ACUTE,en,-5.4,0.0,6.18,11,14
gdelt_001189,2026-03-04,ABC Australia,Australia,Oil-Independent,ACUTE,en,-2.32,0.05,4.9,22,15
gdelt_001190,2026-03-04,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-3.44,0.0,4.87,11,9
gdelt_001191,2026-03-04,ABC Australia,Australia,Oil-Independent,ACUTE,en,-2.92,0.0,5.79,10,8
gdelt_001192,2026-03-04,Financial Times,UK,Oil-Independent,ACUTE,en,1.92,2.52,1.01,38,2
gdelt_001193,2026-03-04,Financial Times,UK,Oil-Independent,ACUTE,en,-0.65,0.89,0.75,34,9
gdelt_001194,2026-03-04,Sky News,UK,Oil-Independent,ACUTE,en,-4.29,0.0,6.55,32,7
gdelt_001195,2026-03-04,The Guardian,UK,Oil-Independent,ACUTE,en,-4.38,0.0,4.96,27,14
gdelt_001196,2026-03-04,BBC,UK,Oil-Independent,ACUTE,en,-3.6,0.0,4.56,41,7
gdelt_001197,2026-03-04,BBC,UK,Oil-Independent,ACUTE,en,0.03,0.4,2.74,4,6
gdelt_001198,2026-03-04,Financial Times,UK,Oil-Independent,ACUTE,en,-4.16,0.0,6.05,37,7
gdelt_001199,2026-03-04,Financial Times,UK,Oil-Independent,ACUTE,en,-1.19,0.0,1.42,28,12
gdelt_001200,2026-03-04,IRNA,Iran,Conflict-Zone,ACUTE,fa,-7.67,0.0,9.13,4,9
gdelt_001201,2026-03-04,IRNA,Iran,Conflict-Zone,ACUTE,fa,-6.54,0.0,9.47,9,13
gdelt_001202,2026-03-04,Fars News,Iran,Conflict-Zone,ACUTE,fa,-4.2,0.0,6.45,26,15
gdelt_001203,2026-03-04,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-5.71,0.0,7.93,41,3
gdelt_001204,2026-03-04,Press TV,Iran,Conflict-Zone,ACUTE,fa,-5.85,0.0,6.49,18,6
gdelt_001205,2026-03-04,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-4.28,0.0,4.69,13,1
gdelt_001206,2026-03-04,Press TV,Iran,Conflict-Zone,ACUTE,fa,-7.35,0.0,7.83,31,3
gdelt_001207,2026-03-04,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-2.67,0.0,4.87,32,1
gdelt_001208,2026-03-04,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-8.24,0.0,10.88,13,1
gdelt_001209,2026-03-04,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-4.16,0.0,6.95,26,14
gdelt_001210,2026-03-04,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-7.11,0.0,8.05,27,3
gdelt_001211,2026-03-04,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-2.74,0.0,3.1,36,14
gdelt_001212,2026-03-04,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-7.52,0.0,7.78,26,14
gdelt_001213,2026-03-04,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-5.32,0.0,6.08,47,6
gdelt_001214,2026-03-04,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-7.06,0.0,9.94,13,7
gdelt_001215,2026-03-05,Japan Times,Japan,Oil-Dependent,ACUTE,en,-3.7,0.0,3.95,30,11
gdelt_001216,2026-03-05,Japan Times,Japan,Oil-Dependent,ACUTE,en,-2.34,0.59,4.58,48,7
gdelt_001217,2026-03-05,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,1.41,1.72,0.0,49,4
gdelt_001218,2026-03-05,NDTV,India,Oil-Dependent,ACUTE,en,-5.29,0.0,6.71,27,3
gdelt_001219,2026-03-05,Times of India,India,Oil-Dependent,ACUTE,en,-5.28,0.0,6.2,29,3
gdelt_001220,2026-03-05,NDTV,India,Oil-Dependent,ACUTE,en,-7.3,0.0,10.02,31,12
gdelt_001221,2026-03-05,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-4.72,0.0,7.48,11,10
gdelt_001222,2026-03-05,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-8.54,0.0,8.56,46,14
gdelt_001223,2026-03-05,Rappler,Philippines,Oil-Dependent,ACUTE,en,-4.17,0.0,7.15,31,3
gdelt_001224,2026-03-05,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-5.07,0.0,8.01,25,14
gdelt_001225,2026-03-05,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-5.55,0.0,7.69,34,5
gdelt_001226,2026-03-05,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-6.7,0.0,7.48,37,4
gdelt_001227,2026-03-05,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-7.49,0.0,8.15,16,4
